time,temperature_2m (°C),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),relative_humidity_2m (%),cloud_cover (%),wind_speed_10m (km/h)
11/19/2024 12:59,27.7,663,538,125,763.9,829.8,51,0,5.6
11/19/2024 14:00,27.6,577,458,119,724.7,729.6,50,0,5.6
11/19/2024 15:00,27.3,433,327,106,644.6,560.2,50,0,4.7
11/19/2024 15:59,26.8,252,170,82,501.9,342.2,54,0,3.3
11/19/2024 17:00,24.2,76,38,38,262.4,118,67,0,3.8
11/19/2024 18:00,22.1,1,0,1,0,0,71,0,5.6
11/19/2024 18:59,21.6,0,0,0,0,0,71,0,5.7
11/19/2024 20:00,20.8,0,0,0,0,0,75,0,4.8
11/19/2024 21:00,20,0,0,0,0,0,80,0,4.1
11/19/2024 21:59,20,0,0,0,0,0,77,0,1.2
11/19/2024 23:00,19.5,0,0,0,0,0,78,0,0.3
11/20/2024,17.9,0,0,0,0,0,85,0,2.8
11/20/2024 0:59,17.5,0,0,0,0,0,86,0,4.1
11/20/2024 2:00,17.1,0,0,0,0,0,86,0,4
11/20/2024 3:00,16.8,0,0,0,0,0,88,0,4.9
11/20/2024 3:59,16.5,0,0,0,0,0,87,0,4.7
11/20/2024 5:00,16.1,0,0,0,0,0,88,0,4.7
11/20/2024 6:00,15.9,0,0,0,0,0,87,0,3.6
11/20/2024 6:59,18,21,8,13,87.3,34.5,85,0,4.5
11/20/2024 8:00,21.1,163,100,63,414.6,233.9,79,0,4.4
11/20/2024 9:00,23.8,352,261,91,611.2,468.6,70,0,2.2
11/20/2024 9:59,25.6,517,409,108,712.2,663.9,61,0,2.9
11/20/2024 11:00,26.6,631,510,121,757.8,795.1,53,0,2
11/20/2024 12:00,27.2,683,559,124,780.2,855.7,48,0,2.8
11/20/2024 12:59,27.5,665,542,123,772.4,834.8,45,0,3.6
11/20/2024 14:00,27.4,578,462,116,733.7,733.7,43,0,3.9
11/20/2024 15:00,27.2,434,331,103,654.9,564.4,43,0,3.7
11/20/2024 15:59,25.8,252,171,81,507,344,56,0,5.3
11/20/2024 17:00,22.9,76,39,37,270.6,119.8,62,0,6.2
11/20/2024 18:00,21.8,1,0,1,0,0,62,0,4.3
11/20/2024 18:59,20.9,0,0,0,0,0,67,0,3.9
11/20/2024 20:00,20.1,0,0,0,0,0,72,0,2.8
11/20/2024 21:00,19.5,0,0,0,0,0,75,0,1.3
11/20/2024 21:59,18.8,0,0,0,0,0,77,0,3.1
11/20/2024 23:00,19.2,0,0,0,0,0,73,0,2.7
11/21/2024,19,0,0,0,0,0,73,0,1.7
11/21/2024 0:59,18.5,0,0,0,0,0,74,0,1.3
11/21/2024 2:00,18,0,0,0,0,0,77,0,1.1
11/21/2024 3:00,17.5,0,0,0,0,0,78,0,0.5
11/21/2024 3:59,17.4,0,0,0,0,0,78,0,0.5
11/21/2024 5:00,17.1,0,0,0,0,0,79,0,0.4
11/21/2024 6:00,17.2,0,0,0,0,0,78,0,0.4
11/21/2024 6:59,18.1,19,7,12,77.6,31.1,90,0,4
11/21/2024 8:00,21,155,90,65,377.6,219.8,83,0,4
11/21/2024 9:00,23.5,341,246,95,580.2,452.1,74,0,1.8
11/21/2024 9:59,25.5,506,394,112,689.7,648.9,65,0,1.3
11/21/2024 11:00,26.8,623,501,122,747.7,785.8,48,0,2
11/21/2024 12:00,27.3,676,551,125,772,847.9,43,0,3.5
11/21/2024 12:59,27.4,646,517,129,739.4,809.2,41,1,3.9
11/21/2024 14:00,27.3,555,422,133,672.5,697.7,41,0,3.3
11/21/2024 15:00,27.1,419,310,109,615.5,542,43,0,1.8
11/21/2024 15:59,26.3,245,161,84,479.3,332.4,56,1,1.8
11/21/2024 17:00,24.6,74,36,38,250.9,114.9,61,0,0.8
11/21/2024 18:00,22.1,1,0,1,0,0,67,0,4.9
11/21/2024 18:59,21.6,0,0,0,0,0,70,1,2.4
11/21/2024 20:00,20.6,0,0,0,0,0,73,1,2.7
11/21/2024 21:00,19.8,0,0,0,0,0,76,0,2.6
11/21/2024 21:59,19.1,0,0,0,0,0,79,0,1.7
11/21/2024 23:00,18.8,0,0,0,0,0,80,10,1.7
11/22/2024,18.4,0,0,0,0,0,83,53,2.3
11/22/2024 0:59,17.9,0,0,0,0,0,86,33,3.5
11/22/2024 2:00,18.3,0,0,0,0,0,84,76,1.7
11/22/2024 3:00,18.2,0,0,0,0,0,83,89,1
11/22/2024 3:59,18.2,0,0,0,0,0,83,30,0.7
11/22/2024 5:00,18.5,0,0,0,0,0,81,14,0.5
11/22/2024 6:00,17.8,0,0,0,0,0,84,0,1.5
11/22/2024 6:59,18.5,18,6,12,67.6,28.6,89,0,2.2
11/22/2024 8:00,20.8,152,88,64,373.7,216.6,83,0,2.9
11/22/2024 9:00,23.3,332,235,97,558.1,439.4,75,0,3.1
11/22/2024 9:59,25,485,361,124,635.2,616.7,66,0,3.4
11/22/2024 11:00,26.2,591,459,132,688,741,58,9,3.1
11/22/2024 12:00,26.6,597,447,150,628.7,736.1,55,15,4
11/22/2024 12:59,26.9,593,445,148,638.6,733.5,54,11,4.3
11/22/2024 14:00,26.8,519,391,128,625.1,652.4,55,10,4
11/22/2024 15:00,26.6,390,271,119,539.9,497.8,56,7,3.5
11/22/2024 15:59,26.2,219,125,94,373.6,286.7,60,5,2.2
11/22/2024 17:00,24.3,69,32,37,223.9,105.7,71,4,2
11/22/2024 18:00,22.4,1,0,1,0,0,76,6,5.1
11/22/2024 18:59,21.4,0,0,0,0,0,80,1,3.1
11/22/2024 20:00,20.5,0,0,0,0,0,85,0,2.8
11/22/2024 21:00,20.2,0,0,0,0,0,86,0,2.2
11/22/2024 21:59,19.9,0,0,0,0,0,86,0,2.3
11/22/2024 23:00,19.6,0,0,0,0,0,87,0,2.1
11/23/2024,19,0,0,0,0,0,89,0,2.7
11/23/2024 0:59,18.8,0,0,0,0,0,89,0,0.9
11/23/2024 2:00,18.6,0,0,0,0,0,89,0,0.5
11/23/2024 3:00,18.2,0,0,0,0,0,91,2,1.4
11/23/2024 3:59,17.7,0,0,0,0,0,94,15,3
11/23/2024 5:00,17.5,0,0,0,0,0,95,10,4.5
11/23/2024 6:00,17.1,0,0,0,0,0,97,29,1.6
11/23/2024 6:59,18.4,15,4,11,45.8,22.2,96,10,4.7
11/23/2024 8:00,20.5,129,63,66,270.7,175.5,91,3,7.3
11/23/2024 9:00,23.3,308,204,104,487.9,401.8,78,0,2.8
11/23/2024 9:59,25.4,476,356,120,629.7,607.4,71,0,5.3
11/23/2024 11:00,26.6,602,475,127,715,759.1,62,24,8.4
11/23/2024 12:00,27,623,479,144,676.2,774.1,58,14,7.9
11/23/2024 12:59,27.2,602,461,141,663.8,749.4,56,7,7.7
11/23/2024 14:00,27.3,528,394,134,631.9,663.5,55,4,6.8
11/23/2024 15:00,27.1,400,289,111,577.6,516.7,56,20,5.1
11/23/2024 15:59,26.4,230,145,85,434.9,310.2,68,16,1.9
11/23/2024 17:00,25.1,67,31,36,217.7,103,66,7,0.6
11/23/2024 18:00,22.9,1,0,1,0,0,75,8,3.6
11/23/2024 18:59,22.7,0,0,0,0,0,77,2,2.2
11/23/2024 20:00,21.8,0,0,0,0,0,80,0,1.3
11/23/2024 21:00,21,0,0,0,0,0,84,0,1.5
11/23/2024 21:59,19.9,0,0,0,0,0,87,0,3.8
11/23/2024 23:00,19.1,0,0,0,0,0,89,0,5.4
11/24/2024,18.7,0,0,0,0,0,88,4,6.2
11/24/2024 0:59,18.6,0,0,0,0,0,85,5,6.6
11/24/2024 2:00,18.4,0,0,0,0,0,83,0,7.2
11/24/2024 3:00,18.1,0,0,0,0,0,83,0,7.8
11/24/2024 3:59,17.8,0,0,0,0,0,84,0,7.1
11/24/2024 5:00,17.2,0,0,0,0,0,87,0,6.5
11/24/2024 6:00,16.7,0,0,0,0,0,89,0,6.8
11/24/2024 6:59,18.3,17,5,12,58.2,26.2,92,0,7.6
11/24/2024 8:00,20.4,147,85,62,369.7,211.9,87,0,5.7
11/24/2024 9:00,22.7,328,232,96,558.7,436.9,82,0,4.2
11/24/2024 9:59,24.7,490,376,114,668.5,630.8,75,0,4.8
11/24/2024 11:00,26,589,459,130,693.8,742.1,60,34,6.5
11/24/2024 12:00,26.5,605,454,151,643.2,749,53,77,6.9
11/24/2024 12:59,26.9,624,486,138,702.1,781.1,51,21,6.4
11/24/2024 14:00,27,545,421,124,677.3,691.8,48,4,5.8
11/24/2024 15:00,26.9,404,293,111,587.4,523.5,47,7,4.6
11/24/2024 15:59,26.6,239,156,83,469.5,326.5,49,5,2.6
11/24/2024 17:00,24.2,71,34,37,239.6,111.1,61,5,1.1
11/24/2024 18:00,22.2,1,0,1,0,0,67,7,2.8
11/24/2024 18:59,21.6,0,0,0,0,0,69,97,6
11/24/2024 20:00,20.7,0,0,0,0,0,72,0,5.9
11/24/2024 21:00,19.8,0,0,0,0,0,77,0,6.1
11/24/2024 21:59,19,0,0,0,0,0,83,36,6.5
11/24/2024 23:00,18.3,0,0,0,0,0,86,84,5.7
11/25/2024,17.8,0,0,0,0,0,86,91,5.3
11/25/2024 0:59,17.4,0,0,0,0,0,86,89,5.1
11/25/2024 2:00,16.7,0,0,0,0,0,88,67,5.8
11/25/2024 3:00,16.6,0,0,0,0,0,88,16,7.5
11/25/2024 3:59,16.8,0,0,0,0,0,86,34,8.2
11/25/2024 5:00,16,0,0,0,0,0,91,54,6.2
11/25/2024 6:00,15.4,0,0,0,0,0,92,43,5
11/25/2024 6:59,16.8,16,5,11,59.1,25.5,90,6,6
11/25/2024 8:00,19.3,145,84,61,369.8,210.4,83,11,4.8
11/25/2024 9:00,21.9,327,233,94,565,437.9,77,57,3.1
11/25/2024 9:59,24.3,490,377,113,673.6,632.7,67,41,3.5
11/25/2024 11:00,25.7,605,480,125,728.5,767,53,99,5.2
11/25/2024 12:00,26.4,658,529,129,752.1,828.9,47,96,3.4
11/25/2024 12:59,26.6,640,507,133,734.8,805.7,45,73,2.2
11/25/2024 14:00,26.6,558,436,122,703.5,711.5,45,12,2.8
11/25/2024 15:00,26.4,422,318,104,639.3,553.5,45,0,3.5
11/25/2024 15:59,25.5,245,165,80,498.1,338.8,61,37,2
11/25/2024 17:00,23.7,73,36,37,254.5,116,62,29,1.8
11/25/2024 18:00,22,1,0,1,0,0,65,8,3.5
11/25/2024 18:59,20.4,0,0,0,0,0,68,0,6.6
11/25/2024 20:00,19.9,0,0,0,0,0,66,0,7.7
11/25/2024 21:00,19.3,0,0,0,0,0,68,31,7.6
11/25/2024 21:59,18.5,0,0,0,0,0,75,0,6.9
11/25/2024 23:00,17.6,0,0,0,0,0,81,0,5.8
11/26/2024,17.4,0,0,0,0,0,81,0,3.8
11/26/2024 0:59,16.7,0,0,0,0,0,87,50,6.1
11/26/2024 2:00,16.3,0,0,0,0,0,90,0,6.4
11/26/2024 3:00,16,0,0,0,0,0,90,6,6.1
11/26/2024 3:59,15.6,0,0,0,0,0,89,0,5.4
11/26/2024 5:00,15.3,0,0,0,0,0,89,0,5.5
11/26/2024 6:00,15.1,0,0,0,0,0,90,0,4.9
11/26/2024 6:59,16.6,15,5,10,60.1,24.8,94,46,4.2
11/26/2024 8:00,19.2,143,81,62,360.9,207.1,87,62,3.7
11/26/2024 9:00,21.8,322,227,95,554.2,431.2,80,85,3.2
11/26/2024 9:59,23.9,483,368,115,660.8,623.5,73,66,4.4
11/26/2024 11:00,25.1,596,469,127,714.6,755.5,65,92,5.9
11/26/2024 12:00,25.9,636,492,144,701.9,795.4,58,100,5
11/26/2024 12:59,26.1,594,439,155,638.1,737.2,56,80,4.4
11/26/2024 14:00,26.1,490,346,144,559.8,611.2,53,45,3.7
11/26/2024 15:00,26.1,386,265,121,534.2,495.3,53,75,3.7
11/26/2024 15:59,25.5,227,144,83,435.9,309.2,60,25,2.6
11/26/2024 17:00,23.8,69,32,37,226.9,107.5,65,0,2
11/26/2024 18:00,22.2,1,0,1,0,0,69,0,2.9
11/26/2024 18:59,21,0,0,0,0,0,78,1,2.9
11/26/2024 20:00,20.6,0,0,0,0,0,77,0,1.5
11/26/2024 21:00,20.6,0,0,0,0,0,75,0,0.4
11/26/2024 21:59,20.1,0,0,0,0,0,76,0,0.4
11/26/2024 23:00,19.4,0,0,0,0,0,78,74,1
11/27/2024,18.6,0,0,0,0,0,80,93,2.1
11/27/2024 0:59,17.9,0,0,0,0,0,84,76,2.5
11/27/2024 2:00,17.5,0,0,0,0,0,87,79,2.4
11/27/2024 3:00,17.3,0,0,0,0,0,87,56,1.2
11/27/2024 3:59,16.8,0,0,0,0,0,89,81,2.9
11/27/2024 5:00,16.2,0,0,0,0,0,93,94,4.7
11/27/2024 6:00,15.9,0,0,0,0,0,93,61,4.1
11/27/2024 6:59,16.6,14,3,11,36.7,19.8,100,100,6.3
11/27/2024 8:00,19.6,123,48,75,216.5,160.4,90,92,4.5
11/27/2024 9:00,23,311,202,109,496.5,408.6,77,71,1.7
11/27/2024 9:59,24.9,481,365,116,658.6,621.7,65,29,1.8
11/27/2024 11:00,25.9,596,472,124,722,758,58,57,3.1
11/27/2024 12:00,26.5,646,512,134,732.8,813.8,54,11,5
11/27/2024 12:59,26.6,633,502,131,731.8,799.7,53,96,7.1
11/27/2024 14:00,26.5,544,409,135,663.5,689.6,53,32,7.5
11/27/2024 15:00,26.3,413,302,111,610.2,539.6,54,33,5.4
11/27/2024 15:59,25.6,235,149,86,452.1,320.8,64,24,2.4
11/27/2024 17:00,23.8,69,31,38,220.3,106.6,68,100,0.9
11/27/2024 18:00,21.6,1,0,1,0,0,76,21,4.6
11/27/2024 18:59,20.8,0,0,0,0,0,76,95,6.7
11/27/2024 20:00,20.3,0,0,0,0,0,75,97,6.2
11/27/2024 21:00,19.7,0,0,0,0,0,76,84,6.4
11/27/2024 21:59,19.1,0,0,0,0,0,79,66,6.8
11/27/2024 23:00,18.6,0,0,0,0,0,81,80,6.9
11/28/2024,17.9,0,0,0,0,0,85,82,6.4
11/28/2024 0:59,17.4,0,0,0,0,0,89,99,6
11/28/2024 2:00,17.3,0,0,0,0,0,90,99,6.9
11/28/2024 3:00,17,0,0,0,0,0,90,100,6.9
11/28/2024 3:59,16.6,0,0,0,0,0,90,100,6.1
11/28/2024 5:00,16.2,0,0,0,0,0,90,99,5.4
11/28/2024 6:00,16.3,0,0,0,0,0,90,99,6.5
11/28/2024 6:59,17.3,14,4,10,49.7,22.1,91,83,7.7
11/28/2024 8:00,19.9,138,74,64,337.7,198.5,84,87,7.5
11/28/2024 9:00,22.4,316,217,99,536.9,422.7,79,47,5.6
11/28/2024 9:59,24.6,484,371,113,672.6,628.5,70,97,6.6
11/28/2024 11:00,26,593,459,134,704.8,751.4,59,84,6.2
11/28/2024 12:00,26.7,654,526,128,755.2,828,53,91,7
11/28/2024 12:59,27,639,511,128,747,810.1,54,100,6.4
11/28/2024 14:00,27,546,409,137,665.1,692.6,55,99,5.5
11/28/2024 15:00,26.8,409,292,117,591.3,532,55,91,4.4
11/28/2024 15:59,26,235,144,91,437.8,318.3,67,70,2.2
11/28/2024 17:00,23.8,71,34,37,242.1,112.8,70,23,2.1
11/28/2024 18:00,22.1,1,0,1,0,0,74,90,3.3
11/28/2024 18:59,21.3,0,0,0,0,0,81,95,6.4
11/28/2024 20:00,20.5,0,0,0,0,0,83,97,6.5
11/28/2024 21:00,20.1,0,0,0,0,0,83,94,7
11/28/2024 21:59,19.4,0,0,0,0,0,85,100,6.5
11/28/2024 23:00,19.4,0,0,0,0,0,84,94,7.6
11/29/2024,19,0,0,0,0,0,85,89,6.8
11/29/2024 0:59,18.9,0,0,0,0,0,85,94,7
11/29/2024 2:00,18.6,0,0,0,0,0,86,47,6.9
11/29/2024 3:00,18,0,0,0,0,0,89,78,6.6
11/29/2024 3:59,17.6,0,0,0,0,0,89,90,7.2
11/29/2024 5:00,17.5,0,0,0,0,0,89,70,8.1
11/29/2024 6:00,17.2,0,0,0,0,0,88,13,8.3
11/29/2024 6:59,17.6,13,4,9,50.5,21.4,89,8,10
11/29/2024 8:00,19.7,131,71,60,327.9,190.1,88,25,7.1
11/29/2024 9:00,22.3,302,202,100,503.1,402.2,85,69,5.2
11/29/2024 9:59,24.5,455,328,127,597.4,583,81,91,5.5
11/29/2024 11:00,26.3,566,422,144,650.3,712.1,75,81,5.9
11/29/2024 12:00,27.5,624,482,142,694.2,783.8,68,66,4.9
11/29/2024 12:59,28.1,613,477,136,699.1,773.3,63,33,3.3
11/29/2024 14:00,28.3,531,401,130,653.6,675.9,60,3,2.7
11/29/2024 15:00,28,399,287,112,582.4,520.8,60,5,4.4
11/29/2024 15:59,27.1,226,141,85,429.5,308.4,66,11,4.6
11/29/2024 17:00,25.3,66,29,37,206.8,101.7,71,0,1.7
11/29/2024 18:00,24.8,0,0,0,0,0,69,13,0.4
11/29/2024 18:59,23.1,0,0,0,0,0,71,3,4.8
11/29/2024 20:00,21.8,0,0,0,0,0,82,2,6.3
11/29/2024 21:00,21.2,0,0,0,0,0,86,7,6
11/29/2024 21:59,20.7,0,0,0,0,0,86,43,6.7
11/29/2024 23:00,20.6,0,0,0,0,0,86,46,7.6
11/30/2024,20.7,0,0,0,0,0,88,98,8.8
11/30/2024 0:59,20.4,0,0,0,0,0,90,100,7.2
11/30/2024 2:00,20.7,0,0,0,0,0,88,100,6.3
11/30/2024 3:00,20.5,0,0,0,0,0,89,97,6
11/30/2024 3:59,20,0,0,0,0,0,91,87,5
11/30/2024 5:00,19.8,0,0,0,0,0,91,93,4.4
11/30/2024 6:00,20,0,0,0,0,0,89,97,4.2
11/30/2024 6:59,19.7,11,2,9,25.7,15.1,89,90,8.5
11/30/2024 8:00,21.7,112,47,65,219.8,150.9,82,93,9.4
11/30/2024 9:00,23.3,175,30,145,75.2,185.5,79,96,6.7
11/30/2024 9:59,24.5,238,60,178,109.8,256.3,75,100,6.8
11/30/2024 11:00,25.5,261,78,183,120.6,282.8,70,91,4.8
11/30/2024 12:00,26.3,293,44,249,63.6,299.5,64,35,4.9
11/30/2024 12:59,27.7,571,385,186,565.7,698.6,56,87,4.5
11/30/2024 14:00,27.8,461,306,155,499.8,570.4,55,92,2.6
11/30/2024 15:00,27.6,311,163,148,331.4,377.8,53,26,2.7
11/30/2024 15:59,26.6,176,73,103,222.7,216.9,63,7,4.2
11/30/2024 17:00,24,67,30,37,214.2,104.3,72,2,5.8
11/30/2024 18:00,22.5,1,0,1,0,0,73,3,6.7
11/30/2024 18:59,22.2,0,0,0,0,0,74,88,7.4
11/30/2024 20:00,22.2,0,0,0,0,0,72,41,6.8
11/30/2024 21:00,20.9,0,0,0,0,0,78,21,5.7
11/30/2024 21:59,20.7,0,0,0,0,0,80,94,5.6
11/30/2024 23:00,20.7,0,0,0,0,0,83,13,4.9
12/1/2024,20,0,0,0,0,0,87,12,5.3
12/1/2024 0:59,19.2,0,0,0,0,0,89,4,5.4
12/1/2024 2:00,18.8,0,0,0,0,0,90,41,5.4
12/1/2024 3:00,18.6,0,0,0,0,0,91,93,3.7
12/1/2024 3:59,18.8,0,0,0,0,0,89,22,5
12/1/2024 5:00,18.5,0,0,0,0,0,90,51,6.1
12/1/2024 6:00,17.9,0,0,0,0,0,92,16,4.5
12/1/2024 6:59,18.8,9,2,7,26.1,13.3,91,20,3.8
12/1/2024 8:00,20.1,115,53,62,250.9,160.1,86,13,2.8
12/1/2024 9:00,21.8,297,202,95,509.8,399.6,79,37,2.7
12/1/2024 9:59,23.5,423,288,135,529.5,536.6,74,42,3.3
12/1/2024 11:00,25,496,319,177,495.2,605.8,68,64,4.6
12/1/2024 12:00,26.2,563,383,180,554.9,689.4,60,1,4.2
12/1/2024 12:59,26.8,589,440,149,648.1,738,55,20,4.5
12/1/2024 14:00,26.9,532,404,128,661.2,680.1,54,18,3.3
12/1/2024 15:00,26.7,394,278,116,566,513.4,55,1,3.4
12/1/2024 15:59,26,233,154,79,470.3,324.7,63,6,3.1
12/1/2024 17:00,23.9,68,33,35,235.8,109.5,72,1,3.8
12/1/2024 18:00,22,1,0,1,0,0,76,6,5.7
12/1/2024 18:59,21.3,0,0,0,0,0,77,15,6.4
12/1/2024 20:00,20.7,0,0,0,0,0,76,0,6.6
12/1/2024 21:00,19.6,0,0,0,0,0,82,3,6
12/1/2024 21:59,19,0,0,0,0,0,85,14,5.9
12/1/2024 23:00,18.5,0,0,0,0,0,86,32,6.3
12/2/2024,18.3,0,0,0,0,0,87,22,6.1
12/2/2024 0:59,18.4,0,0,0,0,0,85,65,5.9
12/2/2024 2:00,18.3,0,0,0,0,0,84,100,5.7
12/2/2024 3:00,18.7,0,0,0,0,0,81,93,5.5
12/2/2024 3:59,18.6,0,0,0,0,0,81,18,5.2
12/2/2024 5:00,17.5,0,0,0,0,0,87,37,4.8
12/2/2024 6:00,16.9,0,0,0,0,0,89,18,5.4
12/2/2024 6:59,17,11,3,8,39.9,17.7,92,13,6.7
12/2/2024 8:00,19.3,123,63,60,302,178,86,19,7.9
12/2/2024 9:00,21.7,290,190,100,482.7,387.2,80,41,4.9
12/2/2024 9:59,23.5,370,197,173,363.8,445.6,72,25,5.9
12/2/2024 11:00,25.1,515,349,166,543.7,636.9,65,89,4.1
12/2/2024 12:00,25.4,387,148,239,215,430.3,62,84,4.1
12/2/2024 12:59,25.9,432,196,236,289.4,492.9,58,86,4.5
12/2/2024 14:00,25.9,331,125,206,205,371.3,56,100,3.9
12/2/2024 15:00,25.1,108,0,108,0,104.3,61,100,4.8
12/2/2024 15:59,24.4,60,0,60,0,57.9,69,100,5.2
12/2/2024 17:00,23.5,32,6,26,42.9,38.9,72,36,5.1
12/2/2024 18:00,22.2,0,0,0,0,0,75,1,6.7
12/2/2024 18:59,22.3,0,0,0,0,0,70,38,7.6
12/2/2024 20:00,21.6,0,0,0,0,0,74,11,5.8
12/2/2024 21:00,21.1,0,0,0,0,0,78,10,5.6
12/2/2024 21:59,20.1,0,0,0,0,0,83,6,5.7
12/2/2024 23:00,19.3,0,0,0,0,0,87,0,5.4
12/3/2024,18.5,0,0,0,0,0,90,0,5.6
12/3/2024 0:59,17.9,0,0,0,0,0,91,0,5.6
12/3/2024 2:00,17.6,0,0,0,0,0,89,0,6.8
12/3/2024 3:00,17.4,0,0,0,0,0,87,0,7.7
12/3/2024 3:59,17,0,0,0,0,0,87,0,7.8
12/3/2024 5:00,16.4,0,0,0,0,0,90,7,6.4
12/3/2024 6:00,16.2,0,0,0,0,0,91,1,6
12/3/2024 6:59,16.7,10,3,7,40.6,16.9,93,0,6.9
12/3/2024 8:00,18.8,125,69,56,334.9,186.6,88,0,5.1
12/3/2024 9:00,21.2,299,208,91,531.9,407.1,81,0,3.9
12/3/2024 9:59,23.3,461,351,110,651.2,603.6,73,0,4.4
12/3/2024 11:00,24.8,577,456,121,712.8,740.8,67,0,5.6
12/3/2024 12:00,25.8,632,507,125,738.6,805.5,63,0,5.6
12/3/2024 12:59,26.3,620,496,124,733.9,791.5,60,0,6.6
12/3/2024 14:00,26.5,542,425,117,698.1,700.2,59,0,7.7
12/3/2024 15:00,26.3,410,307,103,626.8,544.2,59,0,8.1
12/3/2024 15:59,25.5,239,160,79,489.3,335.5,66,29,5.1
12/3/2024 17:00,23.2,72,36,36,257.4,117.9,75,59,2.8
12/3/2024 18:00,21.4,1,0,1,0,0,80,2,3.3
12/3/2024 18:59,20.2,0,0,0,0,0,86,31,6.4
12/3/2024 20:00,19.4,0,0,0,0,0,86,43,6.7
12/3/2024 21:00,18.9,0,0,0,0,0,86,0,7.4
12/3/2024 21:59,18.6,0,0,0,0,0,87,0,8.1
12/3/2024 23:00,18.2,0,0,0,0,0,88,0,8.2
12/4/2024,18,0,0,0,0,0,88,0,8.4
12/4/2024 0:59,17.5,0,0,0,0,0,89,0,7.8
12/4/2024 2:00,17,0,0,0,0,0,91,0,7.6
12/4/2024 3:00,16.7,0,0,0,0,0,91,0,7
12/4/2024 3:59,16.3,0,0,0,0,0,92,0,6.7
12/4/2024 5:00,16.1,0,0,0,0,0,92,0,6.8
12/4/2024 6:00,16,0,0,0,0,0,92,0,7
12/4/2024 6:59,16.6,10,3,7,41.4,17.1,93,0,7.2
12/4/2024 8:00,18.7,125,69,56,339.2,187.7,88,0,7.1
12/4/2024 9:00,21.1,303,212,91,545.7,414.4,81,0,5.3
12/4/2024 9:59,23.2,466,356,110,663.5,611.9,73,0,6.2
12/4/2024 11:00,24.7,582,461,121,723,748.7,66,0,6.3
12/4/2024 12:00,25.5,637,511,126,746.4,812.9,61,0,5.2
12/4/2024 12:59,25.9,625,501,124,742.8,799.3,57,0,5
12/4/2024 14:00,26.1,548,430,118,707.4,709,55,0,5.7
12/4/2024 15:00,25.9,413,310,103,633.5,549.3,54,0,5.8
12/4/2024 15:59,25,240,160,80,489.4,336.9,64,0,3.6
12/4/2024 17:00,23.2,72,35,37,250.1,116.8,70,0,1.1
12/4/2024 18:00,21.9,0,0,0,0,0,73,0,0.4
12/4/2024 18:59,20.7,0,0,0,0,0,80,1,3.2
12/4/2024 20:00,20.1,0,0,0,0,0,81,0,3.2
12/4/2024 21:00,19.3,0,0,0,0,0,83,0,4.7
12/4/2024 21:59,18.5,0,0,0,0,0,84,0,4.9
12/4/2024 23:00,18.2,0,0,0,0,0,84,0,4.1
12/5/2024,17.9,0,0,0,0,0,85,0,4.1
12/5/2024 0:59,17.3,0,0,0,0,0,87,0,5
12/5/2024 2:00,16.9,0,0,0,0,0,89,0,4.5
12/5/2024 3:00,16.4,0,0,0,0,0,91,0,4.9
12/5/2024 3:59,16.4,0,0,0,0,0,91,0,3.8
12/5/2024 5:00,16.4,0,0,0,0,0,90,0,2.8
12/5/2024 6:00,16.3,0,0,0,0,0,91,0,1.8
12/5/2024 6:59,16.5,9,2,7,28.1,13.7,93,0,3.4
12/5/2024 8:00,19.2,122,67,55,333.6,183.9,87,0,3.5
12/5/2024 9:00,21.8,297,208,89,538.9,407.4,79,0,0.9
12/5/2024 9:59,23.8,457,345,112,645.8,599.2,70,0,0.4
12/5/2024 11:00,25,574,451,123,709.7,738,62,0,2.4
12/5/2024 12:00,25.7,629,501,128,733.7,802.3,57,0,3.9
12/5/2024 12:59,26,618,490,128,727.9,789.1,55,0,4.2
12/5/2024 14:00,26.1,541,419,122,690.3,698.4,54,77,4.9
12/5/2024 15:00,26,408,300,108,613.6,540.3,55,94,6.1
12/5/2024 15:59,25.1,240,160,80,489.4,337.4,64,69,4.6
12/5/2024 17:00,23,72,35,37,250,117,71,35,3
12/5/2024 18:00,22,1,0,1,0,0,70,0,1.4
12/5/2024 18:59,20.6,0,0,0,0,0,74,0,6.1
12/5/2024 20:00,19.1,0,0,0,0,0,82,0,6.3
12/5/2024 21:00,18.4,0,0,0,0,0,84,0,6.9
12/5/2024 21:59,18.3,0,0,0,0,0,81,0,7.6
12/5/2024 23:00,17.7,0,0,0,0,0,82,0,7.2
12/6/2024,16.9,0,0,0,0,0,85,0,6.3
12/6/2024 0:59,16.6,0,0,0,0,0,88,0,7.3
12/6/2024 2:00,16.6,0,0,0,0,0,91,0,8.1
12/6/2024 3:00,16.2,0,0,0,0,0,91,0,6.7
12/6/2024 3:59,15.8,0,0,0,0,0,92,0,7.1
12/6/2024 5:00,15.3,0,0,0,0,0,93,0,6.9
12/6/2024 6:00,15,0,0,0,0,0,93,0,6.5
12/6/2024 6:59,15.3,9,2,7,28.6,13.8,94,0,5.5
12/6/2024 8:00,17.8,122,68,54,343,185.9,87,0,6.8
12/6/2024 9:00,20.3,299,209,90,545,411,81,0,5.5
12/6/2024 9:59,22.3,462,352,110,661.8,608.3,72,0,5.9
12/6/2024 11:00,23.7,580,459,121,724.6,748.1,62,0,6.9
