time,temperature_2m (°C),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),relative_humidity_2m (%),cloud_cover (%),wind_speed_10m (km/h)
10/19/2020 12:59,32.1,562,335,227,415.6,622.4,73,32,3.4
10/19/2020 14:00,32.1,423,219,204,300,462.7,72,71,3.5
10/19/2020 15:00,31.5,378,233,145,388.9,428.2,74,61,5.2
10/19/2020 15:59,30,227,129,98,305.3,261.3,78,83,4.6
10/19/2020 17:00,29.1,94,40,54,188.5,111.3,82,84,5.2
10/19/2020 18:00,27.9,7,2,5,27.4,9.2,85,34,3.7
10/19/2020 18:59,27.5,0,0,0,0,0,87,2,4.2
10/19/2020 20:00,27,0,0,0,0,0,90,1,3.9
10/19/2020 21:00,26.7,0,0,0,0,0,92,0,4
10/19/2020 21:59,26.3,0,0,0,0,0,94,0,4.7
10/19/2020 23:00,25.9,0,0,0,0,0,96,0,5.7
10/20/2020,25.8,0,0,0,0,0,95,0,5.4
10/20/2020 0:59,26.7,0,0,0,0,0,91,1,2.8
10/20/2020 2:00,26.9,0,0,0,0,0,89,5,2.4
10/20/2020 3:00,26.7,0,0,0,0,0,89,7,3.3
10/20/2020 3:59,25.5,0,0,0,0,0,94,8,4.3
10/20/2020 5:00,25.4,0,0,0,0,0,96,7,4.6
10/20/2020 6:00,25.8,0,0,0,0,0,94,7,5.2
10/20/2020 6:59,27.1,51,23,28,172.7,66.4,88,7,4.7
10/20/2020 8:00,28.7,223,144,79,442.5,271.2,82,4,3.7
10/20/2020 9:00,30.2,419,309,110,595.3,495.9,75,5,4.1
10/20/2020 9:59,31.3,593,470,123,699.1,695,69,23,5.8
10/20/2020 11:00,31.9,627,466,161,601.6,719.6,68,31,6
10/20/2020 12:00,32.1,647,483,164,589.7,740.6,68,32,2.3
10/20/2020 12:59,32.3,623,458,165,570.7,712.4,64,32,4.3
10/20/2020 14:00,31.3,494,356,138,490.1,566.8,66,56,5.7
10/20/2020 15:00,29.5,377,243,134,408.1,431.3,75,43,10.7
10/20/2020 15:59,29.5,232,139,93,331.8,270.5,73,37,3.4
10/20/2020 17:00,29,97,48,49,229.8,119.2,77,15,10.5
10/20/2020 18:00,28.6,6,1,5,14,7.1,78,18,4.7
10/20/2020 18:59,28.2,0,0,0,0,0,82,28,4.3
10/20/2020 20:00,27.7,0,0,0,0,0,86,22,4.8
10/20/2020 21:00,27.3,0,0,0,0,0,88,15,4.3
10/20/2020 21:59,27,0,0,0,0,0,91,24,4.1
10/20/2020 23:00,27,0,0,0,0,0,91,24,3.8
10/21/2020,26.9,0,0,0,0,0,92,29,4.1
10/21/2020 0:59,26.8,0,0,0,0,0,92,36,4.2
10/21/2020 2:00,26.2,0,0,0,0,0,96,56,4.7
10/21/2020 3:00,26,0,0,0,0,0,96,51,3.8
10/21/2020 3:59,26.3,0,0,0,0,0,96,58,1.1
10/21/2020 5:00,26,0,0,0,0,0,97,56,4.1
10/21/2020 6:00,26.3,0,0,0,0,0,96,56,2.8
10/21/2020 6:59,26.9,42,18,24,136.3,54.4,95,31,5.2
10/21/2020 8:00,28.1,192,114,78,352.9,230.8,87,30,7
10/21/2020 9:00,29.2,352,228,124,441.5,408.6,82,39,6.7
10/21/2020 9:59,30.5,467,290,177,433.3,527.7,72,95,9.2
10/21/2020 11:00,29.6,422,265,157,343.6,473.4,77,53,6.2
10/21/2020 12:00,30.9,587,390,197,478.2,661.8,71,19,2.3
10/21/2020 12:59,31.7,633,470,163,588.3,726.7,68,45,6.1
10/21/2020 14:00,31.6,487,302,185,417.9,547.7,67,47,4.1
10/21/2020 15:00,30.6,370,237,133,400.4,424.1,70,82,2.9
10/21/2020 15:59,28.6,214,103,111,247.9,241.9,79,72,7.4
10/21/2020 17:00,28,77,29,48,141.1,90.3,85,67,7
10/21/2020 18:00,27.8,6,1,5,14.3,7.1,79,97,4.7
10/21/2020 18:59,27.3,0,0,0,0,0,83,93,4.1
10/21/2020 20:00,26.7,0,0,0,0,0,89,96,3.4
10/21/2020 21:00,26.5,0,0,0,0,0,91,99,3.3
10/21/2020 21:59,26.6,0,0,0,0,0,89,94,4.4
10/21/2020 23:00,26.5,0,0,0,0,0,87,95,5.3
10/22/2020,26.3,0,0,0,0,0,89,80,3.1
10/22/2020 0:59,25.8,0,0,0,0,0,92,68,4
10/22/2020 2:00,25.5,0,0,0,0,0,92,96,3.2
10/22/2020 3:00,25.4,0,0,0,0,0,93,98,2.9
10/22/2020 3:59,25.4,0,0,0,0,0,94,99,6.2
10/22/2020 5:00,25.1,0,0,0,0,0,95,99,8.4
10/22/2020 6:00,25.2,0,0,0,0,0,92,99,8.7
10/22/2020 6:59,25.6,30,9,21,68.8,36.1,91,98,12.6
10/22/2020 8:00,26.1,104,29,75,90.5,112.3,90,99,12.9
10/22/2020 9:00,27.3,241,90,151,175.2,260.4,85,100,14.2
10/22/2020 9:59,26.8,135,6,129,9,131.9,86,100,14
10/22/2020 11:00,26.1,51,0,51,0,49.2,93,100,13.6
10/22/2020 12:00,26,47,0,47,0,45.4,94,100,15.1
10/22/2020 12:59,26.1,92,1,91,1.3,89.1,93,100,18.1
10/22/2020 14:00,25.7,42,0,42,0,40.5,92,100,17.1
10/22/2020 15:00,25.5,17,0,17,0,16.4,92,100,16.6
10/22/2020 15:59,25.4,9,0,9,0,8.7,93,100,18.9
10/22/2020 17:00,25.3,3,0,3,0,2.9,91,100,22.5
10/22/2020 18:00,24.7,0,0,0,0,0,92,100,10.2
10/22/2020 18:59,24.5,0,0,0,0,0,92,100,14.8
10/22/2020 20:00,24.3,0,0,0,0,0,92,100,12.8
10/22/2020 21:00,24.2,0,0,0,0,0,92,100,11.2
10/22/2020 21:59,24.1,0,0,0,0,0,94,100,13.6
10/22/2020 23:00,24.2,0,0,0,0,0,91,100,14.6
10/23/2020,23.8,0,0,0,0,0,90,100,12.1
10/23/2020 0:59,23.8,0,0,0,0,0,91,100,12.3
10/23/2020 2:00,23.4,0,0,0,0,0,94,100,11.9
10/23/2020 3:00,23.4,0,0,0,0,0,95,100,11.6
10/23/2020 3:59,23.4,0,0,0,0,0,95,100,13.4
10/23/2020 5:00,23.3,0,0,0,0,0,96,100,14.6
10/23/2020 6:00,23.4,0,0,0,0,0,97,100,12
10/23/2020 6:59,23.6,3,0,3,0,2.9,96,100,14.8
10/23/2020 8:00,23.7,21,0,21,0,20.3,96,100,15.5
10/23/2020 9:00,24,67,3,64,5.9,65.6,97,100,14.9
10/23/2020 9:59,24.1,53,0,53,0,51.2,96,100,17.7
10/23/2020 11:00,24.8,95,3,92,3.9,92.5,95,100,14.4
10/23/2020 12:00,25.1,136,1,135,1.2,131.5,94,100,15.3
10/23/2020 12:59,24.3,33,0,33,0,31.9,94,100,18.2
10/23/2020 14:00,24.5,44,0,44,0,42.5,94,100,19.7
10/23/2020 15:00,24.7,37,0,37,0,35.7,94,100,20.3
10/23/2020 15:59,25.3,33,0,33,0,31.9,94,100,19.1
10/23/2020 17:00,25.8,20,0,20,0,19.3,94,100,25
10/23/2020 18:00,23.7,1,0,1,0,1,94,100,17.6
10/23/2020 18:59,24,0,0,0,0,0,95,100,12.6
10/23/2020 20:00,24,0,0,0,0,0,96,100,10.9
10/23/2020 21:00,24.1,0,0,0,0,0,96,100,10.6
10/23/2020 21:59,24.9,0,0,0,0,0,96,100,11.5
10/23/2020 23:00,25,0,0,0,0,0,95,100,10.5
10/24/2020,24.8,0,0,0,0,0,96,100,8.4
10/24/2020 0:59,24.7,0,0,0,0,0,97,100,6
10/24/2020 2:00,24.5,0,0,0,0,0,98,99,2.6
10/24/2020 3:00,24.5,0,0,0,0,0,98,97,4.8
10/24/2020 3:59,24.4,0,0,0,0,0,96,95,7.4
10/24/2020 5:00,23.9,0,0,0,0,0,96,100,3.6
10/24/2020 6:00,24.3,0,0,0,0,0,97,100,7.1
10/24/2020 6:59,24.6,21,5,16,38.9,24.5,96,100,8.2
10/24/2020 8:00,25.3,87,8,79,25.3,87.4,93,85,7.8
10/24/2020 9:00,26.1,149,18,131,35.4,149.6,89,81,9.7
10/24/2020 9:59,27.1,233,54,179,81.8,240,83,100,9.5
10/24/2020 11:00,27.4,211,4,207,5.3,204.7,82,95,7
10/24/2020 12:00,28.3,329,75,254,93.2,336.7,78,67,6.2
10/24/2020 12:59,28.8,441,184,257,233.5,473.1,76,59,7.5
10/24/2020 14:00,28.1,457,260,197,365.3,511.3,81,71,10.2
10/24/2020 15:00,27.9,255,113,142,194.5,279.9,83,95,8.9
10/24/2020 15:59,26.9,142,45,97,111.1,153.6,85,77,8.7
10/24/2020 17:00,26.2,45,16,29,81.7,53.2,92,73,5.2
10/24/2020 18:00,25.4,2,0,2,0,1.9,92,88,6.6
10/24/2020 18:59,25.2,0,0,0,0,0,93,79,6.5
10/24/2020 20:00,24.7,0,0,0,0,0,95,67,5.9
10/24/2020 21:00,24.5,0,0,0,0,0,96,62,5.4
10/24/2020 21:59,24.6,0,0,0,0,0,95,74,5.4
10/24/2020 23:00,24.4,0,0,0,0,0,96,99,4.7
10/25/2020,24.3,0,0,0,0,0,96,67,5.8
10/25/2020 0:59,24.2,0,0,0,0,0,97,35,5.8
10/25/2020 2:00,24.1,0,0,0,0,0,98,24,5.5
10/25/2020 3:00,23.8,0,0,0,0,0,98,33,4.5
10/25/2020 3:59,23.8,0,0,0,0,0,93,51,3.7
10/25/2020 5:00,23.7,0,0,0,0,0,96,45,3.8
10/25/2020 6:00,23.4,0,0,0,0,0,99,41,3.3
10/25/2020 6:59,24.4,41,14,27,110,51.9,96,27,5.7
10/25/2020 8:00,25.5,178,90,88,287.4,211.5,90,57,6.9
10/25/2020 9:00,26.7,327,188,139,372.1,377,82,56,7.7
10/25/2020 9:59,28,484,319,165,485.5,557.7,75,66,7.9
10/25/2020 11:00,29,603,356,247,469.6,676.5,69,70,7.8
10/25/2020 12:00,29.8,612,384,228,479.1,690.2,66,59,7.3
10/25/2020 12:59,30.1,526,242,284,308.5,571,63,99,5.8
10/25/2020 14:00,30,451,273,178,385.5,510.2,64,34,6.8
10/25/2020 15:00,29.8,437,320,117,554.1,519.2,65,24,7
10/25/2020 15:59,29.3,284,182,102,453.1,342.7,67,25,6.4
10/25/2020 17:00,27.8,110,60,50,311.6,144.2,82,5,4
10/25/2020 18:00,28,5,1,4,15.8,6.5,73,2,2.9
10/25/2020 18:59,26.7,0,0,0,0,0,81,26,2.3
10/25/2020 20:00,25.3,0,0,0,0,0,89,10,5.1
10/25/2020 21:00,24.8,0,0,0,0,0,91,2,4.1
10/25/2020 21:59,24.4,0,0,0,0,0,93,2,4.6
10/25/2020 23:00,23.8,0,0,0,0,0,96,3,5.8
10/26/2020,23.7,0,0,0,0,0,96,1,4.9
10/26/2020 0:59,23.4,0,0,0,0,0,97,10,4.4
10/26/2020 2:00,23.3,0,0,0,0,0,98,4,4
10/26/2020 3:00,23.2,0,0,0,0,0,98,3,3.6
10/26/2020 3:59,22.8,0,0,0,0,0,99,11,4.4
10/26/2020 5:00,22.6,0,0,0,0,0,99,1,4.3
10/26/2020 6:00,22.9,0,0,0,0,0,99,15,4.3
10/26/2020 6:59,24.3,45,20,25,158.7,61.6,95,20,4.7
10/26/2020 8:00,26.3,214,136,78,437.8,268,87,0,3.9
10/26/2020 9:00,28,411,308,103,613.1,499.2,77,7,2.4
10/26/2020 9:59,29.1,549,421,128,643.9,651.4,70,18,1.1
10/26/2020 11:00,29.8,611,466,145,617.5,715.3,66,22,2.3
10/26/2020 12:00,30.2,633,469,164,587.7,734.2,63,25,2.8
10/26/2020 12:59,30.4,595,430,165,550.6,688.5,62,34,3.4
10/26/2020 14:00,30.5,548,400,148,567.8,640.4,61,33,4.8
10/26/2020 15:00,30.3,409,293,116,510.4,485.6,62,23,4.7
10/26/2020 15:59,30,268,177,91,444.3,326.9,64,14,3.3
10/26/2020 17:00,29,101,54,47,285,132.9,77,11,2.7
10/26/2020 18:00,27,4,1,3,16.2,5.6,81,10,5
10/26/2020 18:59,26.8,0,0,0,0,0,82,9,3.8
10/26/2020 20:00,26,0,0,0,0,0,85,7,3.9
10/26/2020 21:00,25.1,0,0,0,0,0,90,3,5
10/26/2020 21:59,24.6,0,0,0,0,0,92,1,5.5
10/26/2020 23:00,24.2,0,0,0,0,0,93,1,5.7
10/27/2020,25,0,0,0,0,0,89,0,3.9
10/27/2020 0:59,25.3,0,0,0,0,0,87,0,1.8
10/27/2020 2:00,24,0,0,0,0,0,91,0,3.3
10/27/2020 3:00,24.7,0,0,0,0,0,88,0,2.3
10/27/2020 3:59,23.2,0,0,0,0,0,93,0,3.9
10/27/2020 5:00,22.6,0,0,0,0,0,94,0,5.5
10/27/2020 6:00,23,0,0,0,0,0,93,0,4.1
10/27/2020 6:59,25.1,46,21,25,168.4,64,87,1,2.6
10/27/2020 8:00,26.9,216,142,74,461,274.2,80,0,1.8
10/27/2020 9:00,28.3,410,309,101,618.6,500.5,73,0,1.6
10/27/2020 9:59,29.4,576,457,119,702.3,690,66,7,2.9
10/27/2020 11:00,30,645,512,133,681.5,762.5,62,14,3.3
10/27/2020 12:00,30.3,683,538,145,677.1,802.7,60,13,4.2
10/27/2020 12:59,30.6,651,505,146,649.7,764.4,60,4,5.6
10/27/2020 14:00,30.7,599,465,134,663.4,709.8,59,7,6.6
10/27/2020 15:00,30.5,459,340,119,595.9,550.3,60,5,6.8
10/27/2020 15:59,30,293,202,91,511.4,362.3,63,4,5.3
10/27/2020 17:00,28.5,110,61,49,327.3,147.6,81,3,3.9
10/27/2020 18:00,26.6,4,1,3,16.6,5.7,81,8,5.8
10/27/2020 18:59,26,0,0,0,0,0,85,0,6.2
10/27/2020 20:00,25.3,0,0,0,0,0,88,1,6.3
10/27/2020 21:00,24.8,0,0,0,0,0,89,0,6.6
10/27/2020 21:59,24.8,0,0,0,0,0,85,0,5.8
10/27/2020 23:00,24.5,0,0,0,0,0,84,0,6.3
10/28/2020,24,0,0,0,0,0,86,0,6
10/28/2020 0:59,23.7,0,0,0,0,0,86,0,6.2
10/28/2020 2:00,23.5,0,0,0,0,0,87,0,6.8
10/28/2020 3:00,23.2,0,0,0,0,0,88,0,6.5
10/28/2020 3:59,23.1,0,0,0,0,0,88,0,6.5
10/28/2020 5:00,22.8,0,0,0,0,0,89,0,6.7
10/28/2020 6:00,22.6,0,0,0,0,0,92,0,5
10/28/2020 6:59,24.6,45,21,24,170.1,63.7,85,0,7.3
10/28/2020 8:00,26.3,214,140,74,458.4,272.9,80,0,7.6
10/28/2020 9:00,27.8,408,306,102,616.2,499.5,75,0,7.2
10/28/2020 9:59,29,574,456,118,704.2,689.9,71,0,5.5
10/28/2020 11:00,29.9,686,557,129,744.7,816.6,66,7,4
10/28/2020 12:00,30.5,728,588,140,743.4,861.6,64,6,2.6
10/28/2020 12:59,30.9,708,565,143,730.2,837.8,62,4,2.2
10/28/2020 14:00,31,619,486,133,696.9,737.2,61,9,3.6
10/28/2020 15:00,30.9,476,359,117,633.1,574.7,62,6,5.1
10/28/2020 15:59,30.5,297,209,88,533.5,370.8,64,0,4.9
10/28/2020 17:00,29,107,58,49,316.3,144,81,1,3.8
10/28/2020 18:00,27.4,4,1,3,17,5.7,81,0,6.4
10/28/2020 18:59,26.7,0,0,0,0,0,84,0,5.9
10/28/2020 20:00,26.1,0,0,0,0,0,85,0,5.6
10/28/2020 21:00,25.7,0,0,0,0,0,86,0,5.8
10/28/2020 21:59,25.3,0,0,0,0,0,87,0,5.6
10/28/2020 23:00,25,0,0,0,0,0,88,0,5.2
10/29/2020,24.9,0,0,0,0,0,87,0,5.5
10/29/2020 0:59,24.4,0,0,0,0,0,88,7,5.6
10/29/2020 2:00,24.1,0,0,0,0,0,89,0,6.4
10/29/2020 3:00,23.7,0,0,0,0,0,92,0,5.7
10/29/2020 3:59,23.2,0,0,0,0,0,94,0,4.7
10/29/2020 5:00,23.2,0,0,0,0,0,94,0,4.9
10/29/2020 6:00,23.1,0,0,0,0,0,95,0,4.4
10/29/2020 6:59,25,44,20,24,163.7,62.3,89,9,4.7
10/29/2020 8:00,27.2,213,140,73,462.3,273.5,82,59,2.1
10/29/2020 9:00,29,406,304,102,615.8,498.8,73,70,3.2
10/29/2020 9:59,30,571,452,119,701.5,688,68,67,4.6
10/29/2020 11:00,30.8,684,557,127,748.1,816.9,66,68,4.1
10/29/2020 12:00,31.3,727,591,136,750.5,863.7,64,88,2.8
10/29/2020 12:59,31.7,701,552,149,716.8,829.6,62,96,3.3
10/29/2020 14:00,31.8,626,502,124,723.5,750.8,63,76,4.5
10/29/2020 15:00,31.6,481,373,108,661.8,586.1,64,42,6.5
10/29/2020 15:59,31.1,295,208,87,535.3,370.2,67,49,7.4
10/29/2020 17:00,29.4,105,57,48,316,142.7,76,66,5.9
10/29/2020 18:00,28,4,1,3,17.4,5.8,79,0,6.2
10/29/2020 18:59,27.5,0,0,0,0,0,81,0,5.3
10/29/2020 20:00,27,0,0,0,0,0,84,0,6.2
10/29/2020 21:00,26.6,0,0,0,0,0,87,0,6.9
10/29/2020 21:59,26.3,0,0,0,0,0,89,0,7
10/29/2020 23:00,26,0,0,0,0,0,90,6,7.8
10/30/2020,25.8,0,0,0,0,0,90,0,9.2
10/30/2020 0:59,25.5,0,0,0,0,0,91,0,9.4
10/30/2020 2:00,25.1,0,0,0,0,0,93,0,8.8
10/30/2020 3:00,24.6,0,0,0,0,0,94,0,7.4
10/30/2020 3:59,24.2,0,0,0,0,0,95,0,6
10/30/2020 5:00,24,0,0,0,0,0,95,0,7.2
10/30/2020 6:00,24,0,0,0,0,0,96,0,8
10/30/2020 6:59,25.1,42,19,23,157.2,60,92,0,9
10/30/2020 8:00,26.9,209,136,73,453.1,269.3,86,0,8
10/30/2020 9:00,28.8,403,304,99,619.5,497.9,79,0,8.2
10/30/2020 9:59,30.4,568,453,115,706.6,687.5,72,0,9
10/30/2020 11:00,31.6,680,557,123,751.6,815.3,68,0,10.1
10/30/2020 12:00,32.6,729,602,127,768,870.9,64,0,9.7
10/30/2020 12:59,33.2,709,584,125,761.8,848.4,61,76,10.1
10/30/2020 14:00,33.2,622,504,118,730.1,749.7,61,82,10.8
10/30/2020 15:00,32.9,477,372,105,664,584,62,44,10.4
10/30/2020 15:59,32.3,292,208,84,539.7,369.2,68,92,7.9
10/30/2020 17:00,30.5,103,55,48,309.9,140.6,78,58,5.5
10/30/2020 18:00,29.1,3,1,2,17.9,5,82,50,6.7
10/30/2020 18:59,28.6,0,0,0,0,0,84,95,6.2
10/30/2020 20:00,27.8,0,0,0,0,0,87,21,5.5
10/30/2020 21:00,27.5,0,0,0,0,0,88,19,7.1
10/30/2020 21:59,27.1,0,0,0,0,0,88,98,7.1
10/30/2020 23:00,26.6,0,0,0,0,0,89,100,6.8
10/31/2020,26.2,0,0,0,0,0,90,99,8.1
10/31/2020 0:59,25.8,0,0,0,0,0,91,97,6.2
10/31/2020 2:00,25.4,0,0,0,0,0,93,98,5.1
10/31/2020 3:00,25.3,0,0,0,0,0,94,100,7.6
10/31/2020 3:59,25.3,0,0,0,0,0,95,100,4.4
10/31/2020 5:00,25.6,0,0,0,0,0,94,100,8.1
10/31/2020 6:00,25.8,0,0,0,0,0,95,100,5.6
10/31/2020 6:59,26.3,19,1,18,8.4,19.4,93,100,8.4
10/31/2020 8:00,26.1,72,4,68,13.4,71.5,94,100,8.4
10/31/2020 9:00,26.7,177,21,156,43.1,178.5,90,99,11.5
10/31/2020 9:59,27.9,290,59,231,92.5,298.4,82,99,14.1
10/31/2020 11:00,28.8,355,80,275,108.4,365.9,79,100,14.3
10/31/2020 12:00,29.2,409,106,303,135.8,424.7,76,98,14.7
10/31/2020 12:59,29.5,483,247,236,323.7,536.6,76,99,12.7
10/31/2020 14:00,28.6,404,173,231,251.9,442,78,99,10.4
10/31/2020 15:00,27.5,190,35,155,62.8,195.2,82,100,2.3
10/31/2020 15:59,26.7,78,7,71,18.3,78.3,87,100,3.8
10/31/2020 17:00,26.4,23,0,23,0,22.2,92,100,4.2
10/31/2020 18:00,26.2,1,0,1,0,1,89,100,8.7
10/31/2020 18:59,26.1,0,0,0,0,0,89,99,9.2
10/31/2020 20:00,25.8,0,0,0,0,0,90,99,7.1
10/31/2020 21:00,25.6,0,0,0,0,0,92,98,9.1
10/31/2020 21:59,25.3,0,0,0,0,0,91,96,9.2
10/31/2020 23:00,25.1,0,0,0,0,0,91,97,8.2
11/1/2020,24.8,0,0,0,0,0,92,98,6.6
11/1/2020 0:59,24.4,0,0,0,0,0,94,97,5.4
11/1/2020 2:00,24.3,0,0,0,0,0,94,96,5.2
11/1/2020 3:00,24.2,0,0,0,0,0,94,96,6
11/1/2020 3:59,24,0,0,0,0,0,96,98,5.9
11/1/2020 5:00,23.9,0,0,0,0,0,97,98,5.2
11/1/2020 6:00,24.2,0,0,0,0,0,97,91,7.3
11/1/2020 6:59,24.9,26,6,20,50.7,31.6,94,93,8.1
11/1/2020 8:00,26.1,134,46,88,156,153.3,88,49,9.8
11/1/2020 9:00,27.3,295,170,125,350.7,347.8,83,30,9.9
11/1/2020 9:59,28.5,469,312,157,491.6,551.6,78,25,10.2
11/1/2020 11:00,29.2,564,395,169,537.9,660.3,77,31,8.1
11/1/2020 12:00,29.8,612,449,163,577.9,718.9,75,68,7.2
11/1/2020 12:59,29.9,453,241,212,317.3,506.9,71,83,7.7
11/1/2020 14:00,29.6,261,76,185,111.2,275.1,72,82,5.4
11/1/2020 15:00,29,333,187,146,337.7,385.7,74,99,8
11/1/2020 15:59,27.1,208,89,119,234.7,239.7,82,98,8.8
11/1/2020 17:00,26.5,53,10,43,58.2,59.1,87,99,2.5
11/1/2020 18:00,25.1,2,0,2,0,1.9,93,100,3.3
11/1/2020 18:59,25.3,0,0,0,0,0,94,100,4.6
11/1/2020 20:00,25.3,0,0,0,0,0,93,99,4
11/1/2020 21:00,25,0,0,0,0,0,94,100,4.1
11/1/2020 21:59,24.6,0,0,0,0,0,95,98,4
11/1/2020 23:00,24.5,0,0,0,0,0,95,100,5
11/2/2020,24.5,0,0,0,0,0,94,100,5.1
11/2/2020 0:59,23.9,0,0,0,0,0,96,100,4.3
11/2/2020 2:00,23.4,0,0,0,0,0,97,98,5.7
11/2/2020 3:00,23.4,0,0,0,0,0,97,99,4
11/2/2020 3:59,23.1,0,0,0,0,0,98,99,4.4
11/2/2020 5:00,22.6,0,0,0,0,0,98,96,5.8
11/2/2020 6:00,23.3,0,0,0,0,0,97,89,5.1
11/2/2020 6:59,24.2,35,10,25,85.5,44.9,94,94,5.8
11/2/2020 8:00,25.5,178,91,87,311.5,220.2,87,95,4.3
11/2/2020 9:00,27,366,238,128,494,443.1,80,49,5
11/2/2020 9:59,28.5,531,383,148,606.6,635.7,72,100,7.2
11/2/2020 11:00,29,469,192,277,262.7,509.8,71,99,7.4
11/2/2020 12:00,29.5,539,300,239,387.9,607,68,37,6.1
11/2/2020 12:59,29.8,554,332,222,439.1,631.9,66,54,4.6
11/2/2020 14:00,29.9,489,342,147,502.9,577.8,66,35,4
11/2/2020 15:00,30,375,250,125,454.2,449.2,65,44,3
11/2/2020 15:59,29.5,222,129,93,342.8,271.8,68,47,1.1
11/2/2020 17:00,28.2,78,32,46,189,101.6,80,80,2.9
11/2/2020 18:00,26.6,2,0,2,0,1.9,83,79,5.2
11/2/2020 18:59,26,0,0,0,0,0,88,78,4.3
11/2/2020 20:00,25.7,0,0,0,0,0,90,35,7.7
11/2/2020 21:00,25.2,0,0,0,0,0,91,31,6.6
11/2/2020 21:59,24.7,0,0,0,0,0,94,42,5.6
11/2/2020 23:00,24.3,0,0,0,0,0,96,14,4.8
11/3/2020,23.9,0,0,0,0,0,97,10,6.8
11/3/2020 0:59,23.7,0,0,0,0,0,98,48,6.3
11/3/2020 2:00,23.7,0,0,0,0,0,98,37,5.9
11/3/2020 3:00,23.3,0,0,0,0,0,100,29,5
11/3/2020 3:59,23.6,0,0,0,0,0,99,100,4.3
11/3/2020 5:00,23.7,0,0,0,0,0,99,100,4.2
11/3/2020 6:00,24,0,0,0,0,0,99,100,6.5
11/3/2020 6:59,24.6,30,9,21,77.8,39.3,96,7,5.7
11/3/2020 8:00,26.2,163,80,83,276.4,200.8,88,18,7.5
11/3/2020 9:00,27.5,331,192,139,401,393.2,81,62,7.6
11/3/2020 9:59,28.2,423,279,144,444.1,499.3,77,32,7.9
11/3/2020 11:00,29.1,523,370,153,508.6,616.3,73,28,5.5
11/3/2020 12:00,29.8,571,404,167,524.7,669.5,70,13,2.6
11/3/2020 12:59,30,523,357,166,474.4,610.6,67,19,3.6
11/3/2020 14:00,30.1,468,330,138,487.7,555.2,67,19,4
11/3/2020 15:00,30.2,375,264,111,482.3,455.6,66,24,4.6
11/3/2020 15:59,29.8,246,157,89,420.5,308.8,68,27,3.8
11/3/2020 17:00,28.5,80,38,42,228,109.4,84,21,4
11/3/2020 18:00,28.4,2,0,2,0,1.9,73,34,2.4
11/3/2020 18:59,28.1,0,0,0,0,0,75,9,1.5
11/3/2020 20:00,27.8,0,0,0,0,0,77,13,0.8
11/3/2020 21:00,25.7,0,0,0,0,0,90,19,5.8
11/3/2020 21:59,25.4,0,0,0,0,0,92,24,6.5
11/3/2020 23:00,25.1,0,0,0,0,0,94,28,6.8
11/4/2020,24.8,0,0,0,0,0,94,30,5.4
11/4/2020 0:59,24.6,0,0,0,0,0,95,16,5.1
11/4/2020 2:00,24.2,0,0,0,0,0,96,16,4.9
11/4/2020 3:00,23.5,0,0,0,0,0,98,34,5.1
11/4/2020 3:59,23,0,0,0,0,0,99,91,5
11/4/2020 5:00,22.8,0,0,0,0,0,98,24,4.8
11/4/2020 6:00,22.8,0,0,0,0,0,96,0,5.9
11/4/2020 6:59,23.1,34,13,21,113.8,48.2,88,0,8.4
11/4/2020 8:00,24.6,198,126,72,439.5,261.1,73,1,7.7
11/4/2020 9:00,26.2,397,301,96,632.7,500.7,65,7,6.1
11/4/2020 9:59,27.6,555,436,119,697.6,680,59,14,4.2
11/4/2020 11:00,28.7,647,504,143,696,778.4,54,4,2.8
11/4/2020 12:00,29.4,724,595,129,776.2,875.3,52,0,3.3
11/4/2020 12:59,29.8,709,588,121,784.8,860.9,50,0,5
11/4/2020 14:00,29.8,621,507,114,752.9,760.6,51,0,6.9
11/4/2020 15:00,29.5,472,371,101,681.7,589.1,52,0,8.4
11/4/2020 15:59,28.5,284,202,82,545.1,367.7,61,0,7.3
11/4/2020 17:00,26.3,96,52,44,316.7,137.9,71,0,6.1
11/4/2020 18:00,24.5,2,0,2,0,1.9,75,0,7.8
11/4/2020 18:59,23.9,0,0,0,0,0,78,10,7.6
11/4/2020 20:00,23.3,0,0,0,0,0,80,8,7.4
11/4/2020 21:00,22.5,0,0,0,0,0,84,6,6.9
11/4/2020 21:59,21.9,0,0,0,0,0,86,11,7.2
11/4/2020 23:00,23,0,0,0,0,0,77,1,5.3
11/5/2020,23.3,0,0,0,0,0,74,0,4.3
11/5/2020 0:59,23,0,0,0,0,0,75,0,4.7
11/5/2020 2:00,22.6,0,0,0,0,0,75,0,4.3
11/5/2020 3:00,22.3,0,0,0,0,0,75,0,3.2
11/5/2020 3:59,21.8,0,0,0,0,0,77,0,2.4
11/5/2020 5:00,21.6,0,0,0,0,0,77,0,2.1
11/5/2020 6:00,19.2,0,0,0,0,0,83,0,7.2
11/5/2020 6:59,20.9,38,18,20,159.4,58.5,81,0,3.5
11/5/2020 8:00,23.2,212,146,66,514.2,287.5,67,0,3.1
11/5/2020 9:00,25.1,412,324,88,685.3,526.2,58,0,2.4
11/5/2020 9:59,26.6,574,464,110,746.3,709.8,51,0,2
11/5/2020 11:00,27.7,690,571,119,792.2,842.6,47,0,1.1
